SD NO.,SD_Name,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JAN-FEB,Mar-May,Jun-Sep,Oct-Dec
10,EAST UTTAR PRADESH,2005,14,14.5,10.6,1.3,11.8,67,308.9,243.7,135.5,17.5,0,3.5,828.3,28.5,23.7,755.1,21
11,WEST UTTAR PRADESH,2005,11.6,17,23.7,2.3,5.5,61.3,312.2,93.2,223.4,1.3,0.4,0.7,752.6,28.6,31.5,690.1,2.4
12,UTTARANCHAL,2005,34.9,82.3,32.2,3.9,19.1,94.2,541.6,250.6,387.2,18.3,2.9,2.1,1469.3,117.2,55.2,1273.6,23.3
13,"HARYANA, DELHI & CHANDIGARH",2005,17.2,38.9,39.4,4.3,9.4,59.7,198.1,54.8,163.8,0,1.3,0,586.9,56.1,53.1,476.4,1.3
14,PUNJAB ,2005,45,61.8,35.2,6.6,9.1,47.5,200.3,86.5,110.8,0.4,0.3,0,603.5,106.8,50.9,445.1,0.7
15,HIMACHAL PRADESH,2005,67.3,127.9,89.1,14.3,34.3,52.8,365.6,88.9,154.8,1.3,0.1,0,996.4,195.2,137.7,662.1,1.4
16,JAMMU & KASHMIR,2005,151,363.7,173.3,60.3,73,28.6,251.7,105.6,70.5,13.3,18.4,0.4,1309.8,514.7,306.6,456.4,32.1
17,WEST RAJASTHAN ,2005,1.2,12.3,7.1,4.7,13.5,33.5,87.1,25.6,75,0,0.3,0,260.3,13.5,25.3,221.2,0.3
18,EAST  RAJASTHAN ,2005,0.8,3.3,8.1,8.5,5.8,73.6,272.5,83.7,161.1,0,0,0,617.4,4.1,22.4,590.9,0
19,WEST MADHYA PRADESH,2005,6.3,1.9,9.5,5,3.2,81.8,378.7,131.6,165.3,1,0,0.1,784.4,8.2,17.7,757.4,1.1
20,EAST MADHYA PRADESH,2005,41.4,10.8,21,2.9,7.3,149.6,651.7,293,204.9,21.3,1.4,3.1,1408.4,52.2,31.2,1299.2,25.8
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",2005,0,0,0,0,0.1,402.4,384.5,246.2,351.1,1.1,0,0,1385.4,0,0.1,1384.2,1.1
22,SAURASHTRA KUTCH & DIU,2005,0,0,0,0.2,0.2,193.7,141.5,63.3,238.5,1.2,0,0,638.6,0,0.4,637,1.2
23,KOKAN & GOA,2005,0.1,0.1,0,1.7,1.5,724.7,1316.9,750.3,708.3,53.9,0,0,3557.5,0.2,3.2,3500.2,53.9
24,MADHYA MAHARASHTRA,2005,0.9,0.1,0.6,5,2.7,199.9,321.7,224,265.1,81.6,0,0,1101.6,1,8.3,1010.7,81.6
25,MARATWADA ,2005,7,0.5,4.8,4.3,1.4,52,388.3,117.3,218.5,70.2,0,0,864.3,7.5,10.5,776.1,70.2
26,VIDARBHA,2005,70.3,19.5,17.2,11,8.7,150.5,390.8,248.3,254.2,85,0,2.2,1257.7,89.8,36.9,1043.8,87.2
27,CHATTISGARH,2005,53.7,24.2,5.9,9.4,29.8,197.9,351.5,261.5,269.8,100.7,0.5,0.2,1305.1,77.9,45.1,1080.7,101.4
28,COSTAL ANDHRA PRADESH,2005,4.2,6.6,8.7,21.9,55.5,77.3,151,97.1,304.8,386.7,95,30.1,1238.9,10.8,86.1,630.2,511.8
29,TELENGANA,2005,36.5,7.3,22,10.5,11.1,99.6,397.6,145.8,315.5,180.8,2.3,1.8,1230.8,43.8,43.6,958.5,184.9
30,RAYALSEEMA,2005,1,10.7,6.8,35.7,59.9,59.6,132.2,123.1,147.3,281.3,97.3,44.3,999.2,11.7,102.4,462.2,422.9
31,TAMIL NADU & PONDICHERRY,2005,3.2,11.8,28.7,126.4,77.9,27.2,72.4,80.6,114.1,270.6,347.8,153.3,1314,15,233,294.3,771.7
32,COASTAL KARNATAKA,2005,0.9,0.1,0,84.8,49,814.3,1127.2,602.8,394.7,165.8,30.9,4.3,3274.8,1,133.8,2939,201
33,NORTH INTERIOR KARNATAKA,2005,8.7,1.1,6.7,64.4,42.4,95.9,224.7,122.7,164.3,120.1,4.8,0.3,856.1,9.8,113.5,607.6,125.2
34,SOUTH INTERIOR KARNATAKA,2005,8.8,4.9,5.2,91.2,87.7,150.4,325.9,220.5,144.7,249.3,61,7.4,1357,13.7,184.1,841.5,317.7
35,KERALA,2005,18.7,6.6,25.8,202.9,137.3,634.9,877.1,301.4,431.3,250.5,202,62.5,3151,25.3,366,2244.7,515
36,LAKSHADWEEP ,2005,17.6,11,0,37.1,92.7,248.8,381.9,102.4,277.9,164.2,218.1,27.3,1579,28.6,129.8,1011,409.6
1,ANDAMAN & NICOBAR ISLANDS,2006,16.4,14.1,48.6,172,342.5,367.4,187.3,219.7,550.3,378.4,76.5,74.7,2447.9,30.5,563.1,1324.7,529.6
2,ARUNACHAL PRADESH,2006,4.8,131.7,33.8,195.8,201,350.9,417.5,228.3,309.1,88.8,123.4,22.9,2108,136.5,430.6,1305.8,235.1
3,ASSAM & MEGHALAYA,2006,0.6,45.2,16.3,163,272.9,399.3,335.5,190.6,243.7,82.4,19.5,8.4,1777.4,45.8,452.2,1169.1,110.3
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",2006,0.4,12.8,3.6,124.5,317.6,341,273.6,178.8,219.6,75.4,11.6,2.7,1561.6,13.2,445.7,1013,89.7
5,SUB-HIMALAYAN W BENGAL & SIKKIM,2006,0.2,11.5,31.6,112.8,293.6,419,507.2,313.2,467,123.6,19.2,5.6,2304.5,11.7,438,1706.4,148.4
6,GANGETIC WEST BENGAL,2006,0,0,9.1,49.1,130.2,191.9,466.9,313.4,371,45.9,9.8,0,1587.3,0,188.4,1343.2,55.7
7,ORISSA,2006,0.3,0,37.8,31.7,111,177,468.8,645,278.5,28,31.9,0,1810,0.3,180.5,1569.3,59.9
8,JHARKHAND,2006,0,0,23.3,13.7,84.1,179.4,438.2,280.5,319.8,13,4,0,1356,0,121.1,1217.9,17
9,BIHAR ,2006,0,0,5.9,14.8,42,177.7,298.1,154,283,22,2.5,0.5,1000.5,0,62.7,912.8,25
10,EAST UTTAR PRADESH,2006,0,0,13.6,11.4,30.4,135.8,335.4,163.8,68.8,10.1,0.9,1.3,771.5,0,55.4,703.8,12.3
11,WEST UTTAR PRADESH,2006,0.4,0,23,2,32.1,60.3,244.8,71.9,61.2,12.7,0.7,1.3,510.4,0.4,57.1,438.2,14.7
12,UTTARANCHAL,2006,13.3,0.9,58.8,16,166.9,111.7,417.3,349.9,99.3,7.7,0.9,22.1,1264.8,14.2,241.7,978.2,30.7
13,"HARYANA, DELHI & CHANDIGARH",2006,2.2,0.3,39.3,1.6,33.6,54.9,147.6,35.8,52.3,3.6,2,3.9,377.1,2.5,74.5,290.6,9.5
14,PUNJAB ,2006,9.2,2.7,38.2,1.4,26.6,59.1,172,106.7,98.7,13.9,7.7,8.4,544.6,11.9,66.2,436.5,30
15,HIMACHAL PRADESH,2006,66.3,32.7,66.9,26.4,51.4,84.7,219.6,206.9,79.4,14.8,11.6,35.1,895.8,99,144.7,590.6,61.5
16,JAMMU & KASHMIR,2006,225.7,90.1,125.9,58.6,44.9,77.7,189.8,207.1,205.8,46.7,73.6,131.4,1477.3,315.8,229.4,680.4,251.7
17,WEST RAJASTHAN ,2006,0.2,0,12.1,1,8.7,36,60.1,202.9,34.3,5.7,0.1,1.3,362.4,0.2,21.8,333.3,7.1
18,EAST  RAJASTHAN ,2006,0,0,8.4,0.1,14,76.6,204.1,319.7,87.2,1.4,0,0.1,711.6,0,22.5,687.6,1.5
19,WEST MADHYA PRADESH,2006,0,0,44.2,1.7,17.2,78.7,302.9,465.8,218.2,8.3,3.2,0.4,1140.6,0,63.1,1065.6,11.9
20,EAST MADHYA PRADESH,2006,0,0,54,14.4,23.9,55.8,425,339.7,82.5,3.5,8.8,0,1007.6,0,92.3,903,12.3
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",2006,0,0,0.4,0,0,120.7,575.9,614.7,137.5,7.7,1.1,0,1458,0,0.4,1448.8,8.8
22,SAURASHTRA KUTCH & DIU,2006,0,0,1.8,0,0,64.4,368.7,196,70.7,0.5,0.2,0.6,702.9,0,1.8,699.8,1.3
23,KOKAN & GOA,2006,0,0,2.9,0,184.9,612.8,1065.5,919.9,389.4,196.2,7.3,0,3378.9,0,187.8,2987.6,203.5
24,MADHYA MAHARASHTRA,2006,0,0,1.1,0.2,13.7,184.6,340.2,364.3,214.5,55.4,6.8,0,1180.8,0,15,1103.6,62.2
25,MARATWADA ,2006,0,0,3.7,1.1,9.4,122.3,123.1,289.6,212.5,54.3,3.3,0,819.3,0,14.2,747.5,57.6
26,VIDARBHA,2006,0,0,78,28.4,35.9,109.2,360,415,194.9,39.5,15.6,0,1276.5,0,142.3,1079.1,55.1
27,CHATTISGARH,2006,0,0,37.2,41.1,46.5,74.8,383.5,438.6,177.6,14.1,18,0.1,1231.5,0,124.8,1074.5,32.2
28,COSTAL ANDHRA PRADESH,2006,0.3,0,40.9,55.3,60.5,114.6,92.4,184.4,184.2,218.9,105.2,10.4,1034.9,0.3,124.5,575.6,334.5
29,TELENGANA,2006,0,0,47.2,47.6,49.5,103.6,146.5,290.8,289.1,31.6,38.7,0,1044.6,0,144.3,830,70.3
30,RAYALSEEMA,2006,0.3,0,36.6,9.8,77,94.2,43.5,46.6,136.5,71,81.2,12.2,608.9,0.3,123.4,320.8,164.4
31,TAMIL NADU & PONDICHERRY,2006,15.5,0.2,56.5,34.4,59.8,53.2,19.9,66.3,109,257.1,212.6,27.4,911.9,15.7,150.7,248.4,497.1
32,COASTAL KARNATAKA,2006,0.5,0,6.1,3.4,414.9,802.1,1036.2,801.4,459.8,241.6,99.8,0.1,3865.9,0.5,424.4,3099.5,341.5
33,NORTH INTERIOR KARNATAKA,2006,0,0,17.3,12.5,91,124.1,92.3,79.8,134.9,44.4,31.7,0,628,0,120.8,431.1,76.1
34,SOUTH INTERIOR KARNATAKA,2006,0.2,0,42.4,26.2,127.6,170,192.8,137.5,106.7,59.1,87.5,1,951,0.2,196.2,607,147.6
35,KERALA,2006,9,0.6,80.1,73,521.2,577.1,569.4,396.4,481.2,374.8,213,1.9,3297.7,9.6,674.3,2024.1,589.7
36,LAKSHADWEEP ,2006,23.1,0,44,0.3,411.3,286.5,172.6,150.7,318.2,119.2,158.7,10.8,1695.4,23.1,455.6,928,288.7
1,ANDAMAN & NICOBAR ISLANDS,2007,4.8,1.6,13.5,55.5,359.7,380.2,404.8,431,486.5,239.7,225.2,54.2,2656.7,6.4,428.7,1702.5,519.1
2,ARUNACHAL PRADESH,2007,17,77.9,52.9,274.1,202.4,386.4,587.9,208.1,446.8,120.8,19.9,7.1,2401.3,94.9,529.4,1629.2,147.8
3,ASSAM & MEGHALAYA,2007,1.2,75.6,24,236.4,212.1,461.3,534.5,303.2,388.5,139.6,32.3,5.9,2414.6,76.8,472.5,1687.5,177.8
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",2007,0.4,60,25.3,171.6,205.8,346.6,418.1,287.3,349.1,200.9,73.8,7.1,2146,60.4,402.7,1401.1,281.8
5,SUB-HIMALAYAN W BENGAL & SIKKIM,2007,0.6,90.8,37.6,144.9,221.2,468.5,701.4,426.2,464,76.8,7.5,1.8,2641.3,91.4,403.7,2060.1,86.1
6,GANGETIC WEST BENGAL,2007,3.2,56.8,38.2,36.2,93,246.9,614.1,329.9,438.1,56.1,40.7,0,1953.2,60,167.4,1629,96.8
7,ORISSA,2007,0.9,34.3,8.9,22.7,68.4,333.9,292.9,421.7,393.4,71.4,16.4,0,1664.9,35.2,100,1441.9,87.8
8,JHARKHAND,2007,0,74.4,16.9,15.7,46.9,115.9,484.3,340,313.3,30,4.1,0,1441.5,74.4,79.5,1253.5,34.1
9,BIHAR ,2007,0,16.4,18.7,10.4,37.9,129.6,504.4,371.7,337.3,39.4,0.2,0.2,1466.2,16.4,67,1343,39.8
10,EAST UTTAR PRADESH,2007,0.1,50.9,25.5,2.8,26.7,75.9,305.2,211.2,155.3,7.9,0,1.7,863.2,51,55,747.6,9.6
11,WEST UTTAR PRADESH,2007,0.6,63.1,35.7,0.9,12.2,88.3,162.8,158.1,60.3,3.6,0,0.5,586.1,63.7,48.8,469.5,4.1
12,UTTARANCHAL,2007,4.9,131.5,104.5,18.2,51.2,216.3,501.7,576,270.5,10.9,0,8.7,1894.4,136.4,173.9,1564.5,19.6
13,"HARYANA, DELHI & CHANDIGARH",2007,1.8,87.9,49.3,1.9,22.1,96.3,73.2,94.1,50.9,0,0.3,2.1,479.9,89.7,73.3,314.5,2.4
14,PUNJAB ,2007,0.9,71.4,57.4,6.3,7.7,80.6,87.4,131.9,40.5,0.3,2.7,7.2,494.3,72.3,71.4,340.4,10.2
15,HIMACHAL PRADESH,2007,0.1,119.7,174.1,9.3,36.5,84.5,156.1,196.3,60.1,9,0.4,16.4,862.5,119.8,219.9,497,25.8
16,JAMMU & KASHMIR,2007,10.3,121.7,279.6,12.9,66,134.8,127.3,202.3,33.6,0.5,1.1,47.8,1037.9,132,358.5,498,49.4
17,WEST RAJASTHAN ,2007,0,27.9,16.8,1.4,3.3,33.4,84.1,73.6,40.7,0,0,1,282.2,27.9,21.5,231.8,1
18,EAST  RAJASTHAN ,2007,0.3,14.9,8,1.3,1.9,58.6,228.9,159.7,79.2,0,0,0.7,553.5,15.2,11.2,526.4,0.7
19,WEST MADHYA PRADESH,2007,0.1,14.3,3.6,1.2,6.7,109.4,367.9,247.1,136,0,1.1,0.4,887.8,14.4,11.5,860.4,1.5
20,EAST MADHYA PRADESH,2007,0,39.9,12,2.4,11.2,110.8,257.5,231.3,186,4.1,6.3,2.6,864.1,39.9,25.6,785.6,13
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",2007,0,0.1,0,0,0,92.4,542.1,349.5,173.4,0,1.3,0,1158.8,0.1,0,1157.4,1.3
22,SAURASHTRA KUTCH & DIU,2007,0,1.6,0.1,0.3,0,111.9,205.3,421.4,150.6,0,0.9,0,892.1,1.6,0.4,889.2,0.9
23,KOKAN & GOA,2007,0,0,0,1.5,19.4,919.5,815.2,1007.3,584.9,30,23.2,0.1,3401.1,0,20.9,3326.9,53.3
24,MADHYA MAHARASHTRA,2007,0,0,0,2.5,1.6,259.2,240,225.2,182.2,4.1,6.7,0,921.5,0,4.1,906.6,10.8
25,MARATWADA ,2007,0,0,0,0.9,1,143,125.2,146.1,204.1,0,5.3,0,625.6,0,1.9,618.4,5.3
26,VIDARBHA,2007,0,1.3,8.3,8.7,6.6,228,330.7,282.5,235.3,27.1,7.3,0,1135.8,1.3,23.6,1076.5,34.4
27,CHATTISGARH,2007,0,23.9,7.3,5.4,20,246.1,283.1,321.8,253.8,76.7,6,0,1244.1,23.9,32.7,1104.8,82.7
28,COSTAL ANDHRA PRADESH,2007,0,9.2,1,15.9,45.9,257.8,117.2,168.7,217.1,220.2,26.9,14,1093.9,9.2,62.8,760.8,261.1
29,TELENGANA,2007,0,2.7,0.1,13.3,16,170.9,135.8,212.8,281.3,54.2,15.5,0,902.6,2.7,29.4,800.8,69.7
30,RAYALSEEMA,2007,0,1.4,0,14.4,36.8,231.7,80.8,170.5,186.1,138.8,27.2,46.4,934.1,1.4,51.2,669.1,212.4
31,TAMIL NADU & PONDICHERRY,2007,5.4,5.7,0.9,55.2,43.6,55.8,74.7,131.7,75.8,222.2,81.6,216.2,968.8,11.1,99.7,338,520
32,COASTAL KARNATAKA,2007,0,0.1,1.1,28.9,76.7,1047.7,914.3,944.2,676.1,171.6,43.4,0.6,3904.7,0.1,106.7,3582.3,215.6
33,NORTH INTERIOR KARNATAKA,2007,0,0,0.7,13.5,34.7,225.1,107.2,137.6,217.2,40.4,11.9,0.2,788.5,0,48.9,687.1,52.5
34,SOUTH INTERIOR KARNATAKA,2007,0,0.4,1.6,25.5,77.5,217.4,254.6,250,196.8,167.2,23.3,15.2,1229.5,0.4,104.6,918.8,205.7
35,KERALA,2007,0.4,5.6,8,143.4,202.7,737.4,996.1,502.5,550.2,366.1,93.7,13.4,3619.5,6,354.1,2786.2,473.2
36,LAKSHADWEEP ,2007,9.8,4.7,0,16.9,147.3,555.6,298.3,267.2,346,213.6,52.1,126.4,2037.9,14.5,164.2,1467.1,392.1
1,ANDAMAN & NICOBAR ISLANDS,2008,16.6,55.7,116.3,203.9,547,454.4,510.5,455.1,332.1,245.2,325.6,72.8,3335.2,72.3,867.2,1752.1,643.6
2,ARUNACHAL PRADESH,2008,72.9,33.4,118.5,113,177.5,494.4,523.1,586.8,205.2,119.7,13.6,12.3,2470.4,106.3,409,1809.5,145.6
3,ASSAM & MEGHALAYA,2008,28.8,13.9,116,165.6,207.6,399.9,446.5,501.1,257.2,131.3,1.8,1.5,2271.2,42.7,489.2,1604.7,134.6
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",2008,30.7,10.1,42.2,32,147.1,280.9,254.8,299.7,221.9,155.7,3.4,3.2,1481.7,40.8,221.3,1057.3,162.3
5,SUB-HIMALAYAN W BENGAL & SIKKIM,2008,27.2,8.4,67.8,140.3,161.3,550.9,639.1,645.5,266.2,94.3,12.2,5.6,2618.8,35.6,369.4,2101.7,112.1
6,GANGETIC WEST BENGAL,2008,52.9,12.3,12.2,46.8,94.4,427,339.3,256.6,268.8,70.3,0,0,1580.6,65.2,153.4,1291.7,70.3
7,ORISSA,2008,33,14.9,24.9,34.4,44.8,340.1,319.3,391.6,367.5,26.2,3.7,0,1600.4,47.9,104.1,1418.5,29.9
8,JHARKHAND,2008,10.1,4.6,23.2,17.3,31.4,265.9,388.1,275.2,168.3,14.3,2.2,0,1200.6,14.7,71.9,1097.5,16.5
9,BIHAR ,2008,38,5.8,1.7,16.4,68.3,277.1,426.3,303.1,138.4,31.4,0,0.2,1306.7,43.8,86.4,1144.9,31.6
10,EAST UTTAR PRADESH,2008,2,3.4,0,5.2,27.3,246.4,409,283.5,128.9,15.4,0.8,0,1121.9,5.4,32.5,1067.8,16.2
11,WEST UTTAR PRADESH,2008,0.2,0.1,0,6.1,24.6,231.2,263.5,224.4,79.2,4.9,6.2,0,840.4,0.3,30.7,798.3,11.1
12,UTTARANCHAL,2008,15.4,10.2,5.5,31.6,44.8,220.7,408.5,364,157.8,28.6,8.1,3.3,1298.5,25.6,81.9,1151,40
13,"HARYANA, DELHI & CHANDIGARH",2008,2.7,2.5,0,16.4,68,150.6,116.2,164.9,104.8,1.8,5,0.1,633,5.2,84.4,536.5,6.9
14,PUNJAB ,2008,14.7,6.6,0,31.8,40.5,203.3,96.4,247,57,9.5,0.1,1.8,708.7,21.3,72.3,603.7,11.4
15,HIMACHAL PRADESH,2008,107.2,46.9,5.1,47.1,50.1,178.9,182,229.3,147.7,21.8,1.3,31.5,1048.9,154.1,102.3,737.9,54.6
16,JAMMU & KASHMIR,2008,105.5,133.2,8.8,96.8,59.9,143.2,169.1,166.9,45.1,41.9,22,94.8,1087.2,238.7,165.5,524.3,158.7
17,WEST RAJASTHAN ,2008,0.4,0.2,0.3,10.6,14.5,48.8,59.1,141.3,28,0.1,0,6.4,309.7,0.6,25.4,277.2,6.5
18,EAST  RAJASTHAN ,2008,0,0,0.3,5.6,13,143,171,171.2,118.8,2.8,1.3,0.1,627.1,0,18.9,604,4.2
19,WEST MADHYA PRADESH,2008,0.4,0,1.6,2.2,2.2,178.2,202.6,196.2,138.3,17.2,8.7,0.1,747.7,0.4,6,715.3,26
20,EAST MADHYA PRADESH,2008,1.7,5,10.9,7.2,5.4,296.8,263.1,265.2,121.2,11,2.3,0,989.8,6.7,23.5,946.3,13.3
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",2008,0,0,0,2.3,0,60.5,267.7,377.7,212.3,10,0.1,1.9,932.5,0,2.3,918.2,12
22,SAURASHTRA KUTCH & DIU,2008,0.1,0.2,0,0.7,0,77,144.9,109.6,227,4.9,0.6,7.4,572.4,0.3,0.7,558.5,12.9
23,KOKAN & GOA,2008,0,0,16.5,1.1,12.5,754.7,789.2,889.9,535,47.8,0.4,4.5,3051.6,0,30.1,2968.8,52.7
24,MADHYA MAHARASHTRA,2008,0,0,27.6,4.7,9,97.8,133.3,223.9,300.6,55.2,5.1,1.6,858.8,0,41.3,755.6,61.9
25,MARATWADA ,2008,0.4,0,30.8,4.7,0.6,68.8,108.8,143.4,264.4,21.8,7,0.4,651.1,0.4,36.1,585.4,29.2
26,VIDARBHA,2008,1.1,3.2,39.5,4.3,4.6,135.6,252.8,243.7,150.8,18.8,1,0.3,855.7,4.3,48.4,782.9,20.1
27,CHATTISGARH,2008,5.6,9.6,33.9,9.9,9.5,234.2,306.3,320.9,203,10.5,0.6,0,1144,15.2,53.3,1064.4,11.1
28,COSTAL ANDHRA PRADESH,2008,7.1,65.7,89.9,9.1,25,83.4,167.3,228.1,120,88.8,169.5,3.2,1057.1,72.8,124,598.8,261.5
29,TELENGANA,2008,0,20,113.2,16,8.4,124.1,173.7,354.1,145.6,28.8,13.8,0.3,998,20,137.6,797.5,42.9
30,RAYALSEEMA,2008,3.6,19,81.7,0.7,50.7,39.1,89.8,112.2,146.4,120.8,127.4,3.7,795.1,22.6,133.1,387.5,251.9
31,TAMIL NADU & PONDICHERRY,2008,13.2,32.8,175.8,30.9,55.1,45.8,76.9,132.3,69.4,240.8,273.2,49.5,1195.7,46,261.8,324.4,563.5
32,COASTAL KARNATAKA,2008,0,9.1,185.8,21.7,56.7,866.9,625.5,803.2,357.4,100.7,14.7,9.1,3050.8,9.1,264.2,2653,124.5
33,NORTH INTERIOR KARNATAKA,2008,0,6.6,122.8,17.6,23.6,67.6,68.2,133,161,67.6,30.3,2.2,700.5,6.6,164,429.8,100.1
34,SOUTH INTERIOR KARNATAKA,2008,0,19.5,119.1,24.4,75.8,139.3,188.7,258.5,135.2,120.6,23.7,0.9,1105.7,19.5,219.3,721.7,145.2
35,KERALA,2008,0.8,29.7,216,103.7,78.6,478,508.7,347.8,343.9,354.1,56.8,16.1,2534.2,30.5,398.3,1678.4,427
36,LAKSHADWEEP ,2008,5.5,19.9,120.4,15.7,180.4,254.5,364,206.5,108.9,253,67.5,130.1,1726.4,25.4,316.5,933.9,450.6
1,ANDAMAN & NICOBAR ISLANDS,2009,15.2,6.2,37.8,138.4,317,620,302.5,385.4,363.9,275.6,70.7,81.8,2614.5,21.4,493.2,1671.8,428.1
2,ARUNACHAL PRADESH,2009,26.8,72.3,65.5,171.9,165.9,383.5,485.3,418.6,224.9,102.7,36.5,9.4,2163.3,99.1,403.3,1512.3,148.6
3,ASSAM & MEGHALAYA,2009,3.9,10.9,41,129.9,216.6,295.7,394.2,457.2,169.9,129.1,11.8,2.8,1863,14.8,387.5,1317,143.7
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",2009,0.1,5.1,25.5,79.4,201.6,186.2,293.7,318.2,192.5,130.8,13.4,0,1446.5,5.2,306.5,990.6,144.2
5,SUB-HIMALAYAN W BENGAL & SIKKIM,2009,1.7,2.1,39,149.2,285.6,346.3,468,545,173.1,260.8,2,2.3,2275.1,3.8,473.8,1532.4,265.1
6,GANGETIC WEST BENGAL,2009,2.4,1,20.6,2,229.2,69.6,278.7,329.6,293.7,82.4,13.2,0.1,1322.5,3.4,251.8,971.6,95.7
7,ORISSA,2009,0,0,3.7,2.8,75.8,92.2,610.8,299.1,165.9,113.9,33.2,0.4,1397.8,0,82.3,1168,147.5
8,JHARKHAND,2009,9.2,0,9.6,0.9,67.7,93.9,218.2,275.3,251.8,121.5,11,2,1061.1,9.2,78.2,839.2,134.5
9,BIHAR ,2009,1.5,1.1,2.5,1.7,155.8,66.3,232.8,319.1,132.8,73.9,4.7,1.5,993.7,2.6,160,751,80.1
10,EAST UTTAR PRADESH,2009,0.1,1.1,2.3,0.8,38,35.3,176,208.4,145.4,92.3,7,4.4,711.1,1.2,41.1,565.1,103.7
11,WEST UTTAR PRADESH,2009,3.3,4.7,1.7,8.5,14.2,14,123.9,186.2,118.2,59.8,14.6,3.3,552.4,8,24.4,442.3,77.7
12,UTTARANCHAL,2009,3.5,23.1,2.3,21.6,30.3,68.3,320.4,313.5,195.9,87.2,7.7,2.2,1076,26.6,54.2,898.1,97.1
13,"HARYANA, DELHI & CHANDIGARH",2009,4.1,7.1,6.3,13,9.4,14.6,78.7,56.2,157.5,0.9,2.4,0.2,350.4,11.2,28.7,307,3.5
14,PUNJAB ,2009,10.4,17.1,10.7,21.3,4.4,10.2,166.7,82.4,71.8,2.7,6.1,0,403.8,27.5,36.4,331.1,8.8
15,HIMACHAL PRADESH,2009,48.8,45.2,30.3,51.8,50.2,37.2,156.6,126.7,187,12.3,46,13.6,805.7,94,132.3,507.5,71.9
16,JAMMU & KASHMIR,2009,121.5,115.6,60.6,104.5,58,59.1,135,95.5,48.8,7.5,50.2,16.3,872.6,237.1,223.1,338.4,74
17,WEST RAJASTHAN ,2009,1.5,2.7,4.9,0.8,3.7,21.9,89.5,31.8,9.6,0.1,0,0.1,166.6,4.2,9.4,152.8,0.2
18,EAST  RAJASTHAN ,2009,0.1,0,1.3,0.2,2.5,37.2,207.2,133.1,52.7,14.7,10.9,0.7,460.6,0.1,4,430.2,26.3
19,WEST MADHYA PRADESH,2009,5.1,0,0.5,0.8,6.3,51.7,318.7,164.7,122.3,60.4,53.1,13.6,797.2,5.1,7.6,657.4,127.1
20,EAST MADHYA PRADESH,2009,13.2,0.3,1.8,2.8,4.7,35.8,337.9,183.5,181,61.8,78.1,9.6,910.5,13.5,9.3,738.2,149.5
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",2009,0,0,0,0,0,16.8,402.1,137.5,57,27.8,8.2,0,649.4,0,0,613.4,36
22,SAURASHTRA KUTCH & DIU,2009,0,0,0,0,0,69,430.2,103.5,10.1,2.8,1.3,0,616.9,0,0,612.8,4.1
23,KOKAN & GOA,2009,0,0,0.1,0.1,3.8,329.9,1325.9,297.4,363.2,299.7,118.2,0,2738.3,0,4,2316.4,417.9
24,MADHYA MAHARASHTRA,2009,0.1,0,0.8,0.2,11.3,66,304.2,146.3,167.1,96.2,121.1,4.8,918.1,0.1,12.3,683.6,222.1
25,MARATWADA ,2009,0,0,0.2,0.8,17.3,58.9,150.4,167.5,153,62.6,69.8,7,687.5,0,18.3,529.8,139.4
26,VIDARBHA,2009,0,0,12.6,2.3,12.9,79.1,315.4,175.5,92,39.8,69.1,5.5,804.2,0,27.8,662,114.4
27,CHATTISGARH,2009,1.3,0,0,1.3,10.3,43.5,431.5,237.1,84.1,22.9,27.6,0.1,859.7,1.3,11.6,796.2,50.6
28,COSTAL ANDHRA PRADESH,2009,0.4,0,4.1,3.4,45.9,53.9,97,143,135.7,73.3,168.2,20.1,745,0.4,53.4,429.6,261.6
29,TELENGANA,2009,2.2,0,5.3,6.2,26.9,65.5,112.2,165.4,154.8,94.3,31.9,1.1,665.8,2.2,38.4,497.9,127.3
30,RAYALSEEMA,2009,0.5,0,4.9,3.5,63.5,62.9,22,120,185.2,84.9,104.6,20.8,672.8,0.5,71.9,390.1,210.3
31,TAMIL NADU & PONDICHERRY,2009,7.5,0,30.4,35.4,64.4,33.7,58.5,96.1,126.4,62.2,314.1,105.7,934.4,7.5,130.2,314.7,482
32,COASTAL KARNATAKA,2009,0,0,28.7,19.4,112.6,491.2,1645.9,497.4,569.2,260.9,144,28.9,3798.2,0,160.7,3203.7,433.8
33,NORTH INTERIOR KARNATAKA,2009,0,0,7.3,10.4,56.4,93.2,119.4,167.4,236.3,221.5,47.8,17.4,977.1,0,74.1,616.3,286.7
34,SOUTH INTERIOR KARNATAKA,2009,0,0,27.4,25.3,99.9,96,322.6,154.7,249.5,103.8,70.5,27.5,1177.2,0,152.6,822.8,201.8
